{'Fam': {'RefFam_memory': '381,915', 'RefFam_rows': '2,222', 'RefFam_authors': '1,672', 'RefFam_tweets': '2,222', 'RefFam_datemin': '2019-12-10 18:33:26', 'RefFam_datemax': '2020-02-08 15:44:18'}, 'RT': {'RefRT_memory': '367,359', 'RefRT_rows': '7,322', 'RefRT_tweets': '2,222', 'RefRT_users': '5,814', 'RefRT_authors': '1,672', 'RefRT_datemin': '2020-02-08 15:30:56', 'RefRT_datemax': '2020-02-08 15:45:02'}, 'Inf': {'RefInf_memory': '298,685', 'RefInf_rows': '1,672', 'RefInf_authors': '1,672'}}
{'Fam': {'RefFam_memory': '5,090,562', 'RefFam_rows': '29,887', 'RefFam_authors': '18,048', 'RefFam_tweets': '29,887', 'RefFam_datemin': '2017-10-12 03:12:54', 'RefFam_datemax': '2020-02-09 21:44:38'}, 'RT': {'RefRT_memory': '11,791,493', 'RefRT_rows': '235,795', 'RefRT_tweets': '27,680', 'RefRT_users': '152,018', 'RefRT_authors': '17,024', 'RefRT_datemin': '2020-02-09 12:30:56', 'RefRT_datemax': '2020-02-09 21:45:10'}, 'Inf': {'RefInf_memory': '6,375,482', 'RefInf_rows': '37,086', 'RefInf_authors': '37,086'}}
{'Fam': {'RefFam_memory': '5,143,946', 'RefFam_rows': '30,228', 'RefFam_authors': '18,313', 'RefFam_tweets': '30,228', 'RefFam_datemin': '2016-05-31 19:49:33', 'RefFam_datemax': '2020-02-09 22:44:56'}, 'RT': {'RefRT_memory': '11,726,591', 'RefRT_rows': '234,497', 'RefRT_tweets': '27,934', 'RefRT_users': '150,481', 'RefRT_authors': '17,166', 'RefRT_datemin': '2020-02-09 13:30:56', 'RefRT_datemax': '2020-02-09 22:45:16'}, 'Inf': {'RefInf_memory': '6,528,809', 'RefInf_rows': '37,974', 'RefInf_authors': '37,974'}}
{'Fam': {'RefFam_memory': '5,191,239', 'RefFam_rows': '30,534', 'RefFam_authors': '18,408', 'RefFam_tweets': '30,534', 'RefFam_datemin': '2016-05-31 19:49:33', 'RefFam_datemax': '2020-02-09 23:45:00'}, 'RT': {'RefRT_memory': '11,535,683', 'RefRT_rows': '230,679', 'RefRT_tweets': '27,914', 'RefRT_users': '147,345', 'RefRT_authors': '17,196', 'RefRT_datemin': '2020-02-09 14:30:56', 'RefRT_datemax': '2020-02-09 23:45:09'}, 'Inf': {'RefInf_memory': '6,667,755', 'RefInf_rows': '38,793', 'RefInf_authors': '38,793'}}
{'Fam': {'RefFam_memory': '5,195,892', 'RefFam_rows': '30,588', 'RefFam_authors': '18,458', 'RefFam_tweets': '30,588', 'RefFam_datemin': '2016-04-25 15:50:14', 'RefFam_datemax': '2020-02-10 00:45:00'}, 'RT': {'RefRT_memory': '11,141,067', 'RefRT_rows': '222,787', 'RefRT_tweets': '27,546', 'RefRT_users': '141,011', 'RefRT_authors': '16,965', 'RefRT_datemin': '2020-02-09 15:30:56', 'RefRT_datemax': '2020-02-10 00:45:09'}, 'Inf': {'RefInf_memory': '6,806,391', 'RefInf_rows': '39,608', 'RefInf_authors': '39,608'}}
{'Fam': {'RefFam_memory': '5,134,776', 'RefFam_rows': '30,254', 'RefFam_authors': '18,224', 'RefFam_tweets': '30,254', 'RefFam_datemin': '2015-06-03 10:14:34', 'RefFam_datemax': '2020-02-10 01:44:23'}, 'RT': {'RefRT_memory': '10,661,499', 'RefRT_rows': '213,196', 'RefRT_tweets': '27,026', 'RefRT_users': '133,188', 'RefRT_authors': '16,673', 'RefRT_datemin': '2020-02-09 16:30:56', 'RefRT_datemax': '2020-02-10 01:45:08'}, 'Inf': {'RefInf_memory': '6,935,300', 'RefInf_rows': '40,387', 'RefInf_authors': '40,387'}}
{'Fam': {'RefFam_memory': '5,055,495', 'RefFam_rows': '29,802', 'RefFam_authors': '17,840', 'RefFam_tweets': '29,802', 'RefFam_datemin': '2015-06-03 10:14:34', 'RefFam_datemax': '2020-02-10 02:44:21'}, 'RT': {'RefRT_memory': '10,179,329', 'RefRT_rows': '203,553', 'RefRT_tweets': '26,438', 'RefRT_users': '126,180', 'RefRT_authors': '16,283', 'RefRT_datemin': '2020-02-09 17:30:56', 'RefRT_datemax': '2020-02-10 02:45:09'}, 'Inf': {'RefInf_memory': '7,049,012', 'RefInf_rows': '41,066', 'RefInf_authors': '41,066'}}
{'Fam': {'RefFam_memory': '4,980,345', 'RefFam_rows': '29,340', 'RefFam_authors': '17,543', 'RefFam_tweets': '29,340', 'RefFam_datemin': '2015-06-03 10:14:34', 'RefFam_datemax': '2020-02-10 03:44:49'}, 'RT': {'RefRT_memory': '9,907,119', 'RefRT_rows': '198,109', 'RefRT_tweets': '25,840', 'RefRT_users': '121,536', 'RefRT_authors': '15,865', 'RefRT_datemin': '2020-02-09 18:30:56', 'RefRT_datemax': '2020-02-10 03:45:06'}, 'Inf': {'RefInf_memory': '7,166,340', 'RefInf_rows': '41,779', 'RefInf_authors': '41,779'}}
{'Fam': {'RefFam_memory': '4,903,404', 'RefFam_rows': '28,896', 'RefFam_authors': '17,146', 'RefFam_tweets': '28,896', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 04:45:00'}, 'RT': {'RefRT_memory': '9,716,511', 'RefRT_rows': '194,297', 'RefRT_tweets': '25,502', 'RefRT_users': '118,613', 'RefRT_authors': '15,547', 'RefRT_datemin': '2020-02-09 19:30:56', 'RefRT_datemax': '2020-02-10 04:45:06'}, 'Inf': {'RefInf_memory': '7,276,498', 'RefInf_rows': '42,436', 'RefInf_authors': '42,436'}}
{'Fam': {'RefFam_memory': '4,889,105', 'RefFam_rows': '28,784', 'RefFam_authors': '16,913', 'RefFam_tweets': '28,784', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 05:44:34'}, 'RT': {'RefRT_memory': '9,555,605', 'RefRT_rows': '191,079', 'RefRT_tweets': '25,185', 'RefRT_users': '116,293', 'RefRT_authors': '15,292', 'RefRT_datemin': '2020-02-09 20:30:56', 'RefRT_datemax': '2020-02-10 05:45:06'}, 'Inf': {'RefInf_memory': '7,398,343', 'RefInf_rows': '43,147', 'RefInf_authors': '43,147'}}
{'Fam': {'RefFam_memory': '4,867,981', 'RefFam_rows': '28,642', 'RefFam_authors': '16,756', 'RefFam_tweets': '28,642', 'RefFam_datemin': '2009-09-12 04:34:02', 'RefFam_datemax': '2020-02-10 06:44:31'}, 'RT': {'RefRT_memory': '9,438,949', 'RefRT_rows': '188,746', 'RefRT_tweets': '25,107', 'RefRT_users': '114,288', 'RefRT_authors': '15,206', 'RefRT_datemin': '2020-02-09 21:30:56', 'RefRT_datemax': '2020-02-10 06:45:06'}, 'Inf': {'RefInf_memory': '7,521,517', 'RefInf_rows': '43,878', 'RefInf_authors': '43,878'}}
